Area,Count,Event Type,Population,Race,Sex,Year
New England,14836,Mortality,7309874,All Races,Female,2004
New England,39871,Incidence,7311368,All Races,Female,2005
New England,14627,Mortality,7311368,All Races,Female,2005
New England,41176,Incidence,7324214,All Races,Female,2006
New England,14659,Mortality,7324214,All Races,Female,2006
New England,40743,Incidence,7339451,All Races,Female,2007
New England,14429,Mortality,7339451,All Races,Female,2007
New England,206005,Incidence,36994772,All Races,Female,2009
New England,72139,Mortality,36861394,All Races,Female,2009
New England,41582,Incidence,7369602,All Races,Female,2008
New England,14204,Mortality,7369602,All Races,Female,2008
New England,41931,Incidence,7402099,All Races,Female,2009
New England,14405,Mortality,7402099,All Races,Female,2009
New England,40550,Incidence,7430935,All Races,Female,2010
New England,14442,Mortality,7426028,All Races,Female,2010
New England,41199,Incidence,7452685,All Races,Female,2011
New England,14442,Mortality,7426028,All Races,Female,2011
New England,37629,Incidence,6694546,All Races,Male,1999
New England,15215,Mortality,6694546,All Races,Male,1999
New England,39237,Incidence,6751879,All Races,Male,2000
New England,15128,Mortality,6751879,All Races,Male,2000
New England,40269,Incidence,6801695,All Races,Male,2001
New England,14931,Mortality,6801695,All Races,Male,2001
New England,40775,Incidence,6848550,All Races,Male,2002
New England,15338,Mortality,6848550,All Races,Male,2002
New England,40056,Incidence,6881180,All Races,Male,2003
New England,14970,Mortality,6881180,All Races,Male,2003
New England,40314,Incidence,6896809,All Races,Male,2004
New England,14983,Mortality,6896809,All Races,Male,2004
New England,40674,Incidence,6905288,All Races,Male,2005
New England,14867,Mortality,6905288,All Races,Male,2005
New England,42213,Incidence,6921326,All Races,Male,2006
New England,14879,Mortality,6921326,All Races,Male,2006
New England,42473,Incidence,6939754,All Races,Male,2007
New England,14681,Mortality,6939754,All Races,Male,2007
New England,208303,Incidence,35008420,All Races,Male,2009
New England,74022,Mortality,34860628,All Races,Male,2009
New England,42291,Incidence,6970513,All Races,Male,2008
New England,14832,Mortality,6970513,All Races,Male,2008
New England,41984,Incidence,7001476,All Races,Male,2009
New England,14695,Mortality,7001476,All Races,Male,2009
New England,40613,Incidence,7032053,All Races,Male,2010
New England,14935,Mortality,7027559,All Races,Male,2010
New England,40942,Incidence,7064624,All Races,Male,2011
New England,14935,Mortality,7027559,All Races,Male,2011
New England,74901,Incidence,13837653,All Races,Male and Female,1999
New England,30068,Mortality,13837653,All Races,Male and Female,1999
New England,76684,Incidence,13949721,All Races,Male and Female,2000
New England,30319,Mortality,13949721,All Races,Male and Female,2000
New England,78538,Incidence,14041043,All Races,Male and Female,2001
New England,29933,Mortality,14041043,All Races,Male and Female,2001
New England,79614,Incidence,14122441,All Races,Male and Female,2002
New England,30439,Mortality,14122441,All Races,Male and Female,2002
New England,78570,Incidence,14182454,All Races,Male and Female,2003
New England,29824,Mortality,14182454,All Races,Male and Female,2003
New England,79846,Incidence,14206683,All Races,Male and Female,2004
New England,29819,Mortality,14206683,All Races,Male and Female,2004
New England,80545,Incidence,14216656,All Races,Male and Female,2005
New England,29494,Mortality,14216656,All Races,Male and Female,2005
New England,83389,Incidence,14245540,All Races,Male and Female,2006
New England,29538,Mortality,14245540,All Races,Male and Female,2006
New England,83216,Incidence,14279205,All Races,Male and Female,2007
New England,29110,Mortality,14279205,All Races,Male and Female,2007
New England,414308,Incidence,72003192,All Races,Male and Female,2009
New England,146161,Mortality,71722022,All Races,Male and Female,2009
New England,83873,Incidence,14340115,All Races,Male and Female,2008
New England,29036,Mortality,14340115,All Races,Male and Female,2008
New England,83915,Incidence,14403575,All Races,Male and Female,2009
New England,29100,Mortality,14403575,All Races,Male and Female,2009
New England,81163,Incidence,14462988,All Races,Male and Female,2010
New England,29377,Mortality,14453587,All Races,Male and Female,2010
New England,82141,Incidence,14517309,All Races,Male and Female,2011
New England,29377,Mortality,14453587,All Races,Male and Female,2011
New England,1130,Incidence,436110,Black,Female,1999
New England,470,Mortality,436110,Black,Female,1999
New England,1125,Incidence,448880,Black,Female,2000
New England,498,Mortality,448880,Black,Female,2000
New England,1184,Incidence,461637,Black,Female,2001
New England,494,Mortality,461637,Black,Female,2001
New England,1365,Incidence,473944,Black,Female,2002
New England,529,Mortality,473944,Black,Female,2002
New England,1278,Incidence,485956,Black,Female,2003
New England,572,Mortality,485956,Black,Female,2003
New England,1369,Incidence,495340,Black,Female,2004
New England,498,Mortality,495340,Black,Female,2004
New England,1427,Incidence,504948,Black,Female,2005
New England,548,Mortality,504948,Black,Female,2005
New England,1407,Incidence,515985,Black,Female,2006
New England,579,Mortality,515985,Black,Female,2006
New England,1522,Incidence,526893,Black,Female,2007
New England,513,Mortality,526893,Black,Female,2007
New England,8092,Incidence,2755775,Black,Female,2009
New England,2785,Mortality,2698019,Black,Female,2009
New England,1564,Incidence,539396,Black,Female,2008
New England,551,Mortality,539396,Black,Female,2008
New England,1623,Incidence,552887,Black,Female,2009
New England,572,Mortality,552887,Black,Female,2009
New England,1657,Incidence,563314,Black,Female,2010
New England,570,Mortality,562858,Black,Female,2010
New England,1726,Incidence,573285,Black,Female,2011
New England,570,Mortality,562858,Black,Female,2011
New England,1320,Incidence,406530,Black,Male,1999
New England,561,Mortality,406530,Black,Male,1999
New England,1459,Incidence,418614,Black,Male,2000
New England,607,Mortality,418614,Black,Male,2000
New England,1509,Incidence,430523,Black,Male,2001
New England,524,Mortality,430523,Black,Male,2001
New England,0,Incidence,442853,Black,Male,2002
New England,570,Mortality,442853,Black,Male,2002
New England,1491,Incidence,454392,Black,Male,2003
New England,577,Mortality,454392,Black,Male,2003
New England,1593,Incidence,463809,Black,Male,2004
New England,578,Mortality,463809,Black,Male,2004
New England,1532,Incidence,473400,Black,Male,2005
New England,551,Mortality,473400,Black,Male,2005
New England,0,Incidence,483878,Black,Male,2006
New England,544,Mortality,483878,Black,Male,2006
New England,0,Incidence,494549,Black,Male,2007
New England,593,Mortality,494549,Black,Male,2007
New England,8981,Incidence,2586240,Black,Male,2009
New England,2860,Mortality,2530436,Black,Male,2009
New England,0,Incidence,506102,Black,Male,2008
New England,573,Mortality,506102,Black,Male,2008
New England,0,Incidence,518193,Black,Male,2009
New England,542,Mortality,518193,Black,Male,2009
New England,0,Incidence,528023,Black,Male,2010
New England,608,Mortality,527714,Black,Male,2010
New England,0,Incidence,539373,Black,Male,2011
New England,608,Mortality,527714,Black,Male,2011
New England,2450,Incidence,842640,Black,Male and Female,1999
New England,1031,Mortality,842640,Black,Male and Female,1999
New England,2584,Incidence,867494,Black,Male and Female,2000
New England,1105,Mortality,867494,Black,Male and Female,2000
New England,2693,Incidence,892160,Black,Male and Female,2001
New England,1018,Mortality,892160,Black,Male and Female,2001
New England,0,Incidence,916797,Black,Male and Female,2002
New England,1099,Mortality,916797,Black,Male and Female,2002
New England,0,Incidence,940348,Black,Male and Female,2003
New England,1149,Mortality,940348,Black,Male and Female,2003
New England,2962,Incidence,959149,Black,Male and Female,2004
New England,1076,Mortality,959149,Black,Male and Female,2004
New England,2959,Incidence,978348,Black,Male and Female,2005
New England,1099,Mortality,978348,Black,Male and Female,2005
New England,0,Incidence,999863,Black,Male and Female,2006
New England,1123,Mortality,999863,Black,Male and Female,2006
New England,0,Incidence,1021442,Black,Male and Female,2007
New England,1106,Mortality,1021442,Black,Male and Female,2007
New England,17073,Incidence,5342015,Black,Male and Female,2009
New England,5645,Mortality,5228455,Black,Male and Female,2009
New England,0,Incidence,1045498,Black,Male and Female,2008
New England,1124,Mortality,1045498,Black,Male and Female,2008
New England,0,Incidence,1071080,Black,Male and Female,2009
New England,1114,Mortality,1071080,Black,Male and Female,2009
New England,0,Incidence,1091337,Black,Male and Female,2010
New England,1178,Mortality,1090572,Black,Male and Female,2010
New England,0,Incidence,1112658,Black,Male and Female,2011
New England,1178,Mortality,1090572,Black,Male and Female,2011
New England,956,Incidence,424292,Hispanic,Female,1999
New England,171,Mortality,424292,Hispanic,Female,1999
New England,983,Incidence,445793,Hispanic,Female,2000
New England,178,Mortality,445793,Hispanic,Female,2000
New England,1000,Incidence,468079,Hispanic,Female,2001
New England,182,Mortality,468079,Hispanic,Female,2001
New England,1043,Incidence,489432,Hispanic,Female,2002
New England,190,Mortality,489432,Hispanic,Female,2002
New England,1161,Incidence,509825,Hispanic,Female,2003
New England,197,Mortality,509825,Hispanic,Female,2003
New England,1229,Incidence,527954,Hispanic,Female,2004
New England,199,Mortality,527954,Hispanic,Female,2004
New England,1349,Incidence,545976,Hispanic,Female,2005
New England,228,Mortality,545976,Hispanic,Female,2005
New England,1381,Incidence,567271,Hispanic,Female,2006
New England,240,Mortality,567271,Hispanic,Female,2006
New England,1451,Incidence,588658,Hispanic,Female,2007
New England,247,Mortality,588658,Hispanic,Female,2007
New England,0,Incidence,3181244,Hispanic,Female,2009
New England,1361,Mortality,3067750,Hispanic,Female,2009
New England,1604,Incidence,613109,Hispanic,Female,2008
New England,249,Mortality,613109,Hispanic,Female,2008
New England,1630,Incidence,638321,Hispanic,Female,2009
New England,295,Mortality,638321,Hispanic,Female,2009
New England,1635,Incidence,660499,Hispanic,Female,2010
New England,330,Mortality,660391,Hispanic,Female,2010
New England,1820,Incidence,680657,Hispanic,Female,2011
New England,330,Mortality,660391,Hispanic,Female,2011
New England,846,Incidence,418153,Hispanic,Male,1999
New England,203,Mortality,418153,Hispanic,Male,1999
New England,964,Incidence,438998,Hispanic,Male,2000
New England,205,Mortality,438998,Hispanic,Male,2000
New England,966,Incidence,461519,Hispanic,Male,2001
New England,191,Mortality,461519,Hispanic,Male,2001
New England,1036,Incidence,483384,Hispanic,Male,2002
New England,229,Mortality,483384,Hispanic,Male,2002
New England,1012,Incidence,503949,Hispanic,Male,2003
New England,215,Mortality,503949,Hispanic,Male,2003
New England,1208,Incidence,521851,Hispanic,Male,2004
New England,235,Mortality,521851,Hispanic,Male,2004
New England,1216,Incidence,539061,Hispanic,Male,2005
New England,235,Mortality,539061,Hispanic,Male,2005
New England,1250,Incidence,559757,Hispanic,Male,2006
New England,263,Mortality,559757,Hispanic,Male,2006
New England,1375,Incidence,580265,Hispanic,Male,2007
New England,271,Mortality,580265,Hispanic,Male,2007
New England,0,Incidence,3127914,Hispanic,Male,2009
New England,1489,Mortality,3017804,Hispanic,Male,2009
New England,1383,Incidence,603230,Hispanic,Male,2008
New England,310,Mortality,603230,Hispanic,Male,2008
New England,1546,Incidence,627158,Hispanic,Male,2009
New England,329,Mortality,627158,Hispanic,Male,2009
New England,1471,Incidence,647234,Hispanic,Male,2010
New England,316,Mortality,647394,Hispanic,Male,2010
New England,1687,Incidence,670027,Hispanic,Male,2011
New England,316,Mortality,647394,Hispanic,Male,2011
New England,1802,Incidence,842445,Hispanic,Male and Female,1999
New England,374,Mortality,842445,Hispanic,Male and Female,1999
New England,1947,Incidence,884791,Hispanic,Male and Female,2000
New England,383,Mortality,884791,Hispanic,Male and Female,2000
New England,1966,Incidence,929598,Hispanic,Male and Female,2001
New England,373,Mortality,929598,Hispanic,Male and Female,2001
New England,2079,Incidence,972816,Hispanic,Male and Female,2002
New England,419,Mortality,972816,Hispanic,Male and Female,2002
New England,2173,Incidence,1013774,Hispanic,Male and Female,2003
New England,412,Mortality,1013774,Hispanic,Male and Female,2003
New England,2437,Incidence,1049805,Hispanic,Male and Female,2004
New England,434,Mortality,1049805,Hispanic,Male and Female,2004
New England,2565,Incidence,1085037,Hispanic,Male and Female,2005
New England,463,Mortality,1085037,Hispanic,Male and Female,2005
New England,2631,Incidence,1127028,Hispanic,Male and Female,2006
New England,503,Mortality,1127028,Hispanic,Male and Female,2006
New England,2826,Incidence,1168923,Hispanic,Male and Female,2007
New England,518,Mortality,1168923,Hispanic,Male and Female,2007
New England,0,Incidence,6309158,Hispanic,Male and Female,2009
New England,2850,Mortality,6085554,Hispanic,Male and Female,2009
New England,2987,Incidence,1216339,Hispanic,Male and Female,2008
New England,559,Mortality,1216339,Hispanic,Male and Female,2008
New England,3176,Incidence,1265479,Hispanic,Male and Female,2009
New England,624,Mortality,1265479,Hispanic,Male and Female,2009
New England,3106,Incidence,1307733,Hispanic,Male and Female,2010
New England,646,Mortality,1307785,Hispanic,Male and Female,2010
New England,0,Incidence,1350684,Hispanic,Male and Female,2011
New England,646,Mortality,1307785,Hispanic,Male and Female,2011
New England,35430,Incidence,6479052,White,Female,1999
New England,14267,Mortality,6479052,White,Female,1999
New England,35659,Incidence,6507854,White,Female,2000
New England,14583,Mortality,6507854,White,Female,2000
New England,36371,Incidence,6522007,White,Female,2001
New England,14373,Mortality,6522007,White,Female,2001
New England,36756,Incidence,6530260,White,Female,2002
New England,14439,Mortality,6530260,White,Female,2002
New England,36462,Incidence,6532442,White,Female,2003
New England,14150,Mortality,6532442,White,Female,2003
New England,37289,Incidence,6519828,White,Female,2004
New England,14210,Mortality,6519828,White,Female,2004
New England,37519,Incidence,6499596,White,Female,2005
New England,13938,Mortality,6499596,White,Female,2005
New England,38722,Incidence,6489545,White,Female,2006
New England,13909,Mortality,6489545,White,Female,2006
New England,38170,Incidence,6482444,White,Female,2007
New England,13783,Mortality,6482444,White,Female,2007
New England,192028,Incidence,32459073,White,Female,2009
New England,68523,Mortality,32446539,White,Female,2009
New England,38913,Incidence,6486970,White,Female,2008
New England,13479,Mortality,6486970,White,Female,2008
New England,39203,Incidence,6492272,White,Female,2009
New England,13669,Mortality,6492272,White,Female,2009
New England,37625,Incidence,6498861,White,Female,2010
New England,13683,Mortality,6495308,White,Female,2010
New England,38117,Incidence,6498526,White,Female,2011
New England,13683,Mortality,6495308,White,Female,2011
New England,35657,Incidence,6071197,White,Male,1999
New England,14516,Mortality,6071197,White,Male,1999
New England,37071,Incidence,6101076,White,Male,2000
New England,14417,Mortality,6101076,White,Male,2000
New England,37992,Incidence,6125099,White,Male,2001
New England,14285,Mortality,6125099,White,Male,2001
New England,38481,Incidence,6146873,White,Male,2002
New England,14625,Mortality,6146873,White,Male,2002
New England,37795,Incidence,6156407,White,Male,2003
New England,14236,Mortality,6156407,White,Male,2003
New England,37858,Incidence,6152413,White,Male,2004
New England,14264,Mortality,6152413,White,Male,2004
New England,38137,Incidence,6141215,White,Male,2005
New England,14129,Mortality,6141215,White,Male,2005
New England,39325,Incidence,6136836,White,Male,2006
New England,14157,Mortality,6136836,White,Male,2006
New England,39423,Incidence,6135194,White,Male,2007
New England,13908,Mortality,6135194,White,Male,2007
New England,191583,Incidence,30762403,White,Male,2009
New England,70151,Mortality,30724381,White,Male,2009
New England,39183,Incidence,6143404,White,Male,2008
New England,14048,Mortality,6143404,White,Male,2008
New England,38552,Incidence,6150986,White,Male,2009
New England,13937,Mortality,6150986,White,Male,2009
New England,37050,Incidence,6161315,White,Male,2010
New England,14101,Mortality,6157961,White,Male,2010
New England,37375,Incidence,6171504,White,Male,2011
New England,14101,Mortality,6157961,White,Male,2011
New England,71087,Incidence,12550249,White,Male and Female,1999
New England,28783,Mortality,12550249,White,Male and Female,1999
New England,72730,Incidence,12608930,White,Male and Female,2000
New England,29000,Mortality,12608930,White,Male and Female,2000
New England,74363,Incidence,12647106,White,Male and Female,2001
New England,28658,Mortality,12647106,White,Male and Female,2001
New England,75237,Incidence,12677133,White,Male and Female,2002
New England,29064,Mortality,12677133,White,Male and Female,2002
New England,74257,Incidence,12688849,White,Male and Female,2003
New England,28386,Mortality,12688849,White,Male and Female,2003
New England,75147,Incidence,12672241,White,Male and Female,2004
New England,28474,Mortality,12672241,White,Male and Female,2004
New England,75656,Incidence,12640811,White,Male and Female,2005
New England,28067,Mortality,12640811,White,Male and Female,2005
New England,78047,Incidence,12626381,White,Male and Female,2006
New England,28066,Mortality,12626381,White,Male and Female,2006
New England,77593,Incidence,12617638,White,Male and Female,2007
New England,27691,Mortality,12617638,White,Male and Female,2007
New England,383611,Incidence,63221476,White,Male and Female,2009
New England,138674,Mortality,63170920,White,Male and Female,2009
New England,78096,Incidence,12630374,White,Male and Female,2008
New England,27527,Mortality,12630374,White,Male and Female,2008
New England,77755,Incidence,12643258,White,Male and Female,2009
New England,27606,Mortality,12643258,White,Male and Female,2009
New England,74675,Incidence,12660176,White,Male and Female,2010
New England,27784,Mortality,12653269,White,Male and Female,2010
New England,75492,Incidence,12670030,White,Male and Female,2011
New England,27784,Mortality,12653269,White,Male and Female,2011
New Hampshire,2868,Incidence,621409,All Races,Female,1999
New Hampshire,1160,Mortality,621409,All Races,Female,1999
New Hampshire,2979,Incidence,630111,All Races,Female,2000
New Hampshire,1195,Mortality,630111,All Races,Female,2000
New Hampshire,3120,Incidence,637412,All Races,Female,2001
New Hampshire,1157,Mortality,637412,All Races,Female,2001
New Hampshire,3267,Incidence,643680,All Races,Female,2002
New Hampshire,1196,Mortality,643680,All Races,Female,2002
New Hampshire,3256,Incidence,648513,All Races,Female,2003
New Hampshire,1211,Mortality,648513,All Races,Female,2003
New Hampshire,3395,Incidence,653845,All Races,Female,2004
New Hampshire,1237,Mortality,653845,All Races,Female,2004
New Hampshire,3520,Incidence,657932,All Races,Female,2005
New Hampshire,1253,Mortality,657932,All Races,Female,2005
New Hampshire,3489,Incidence,662773,All Races,Female,2006
New Hampshire,1243,Mortality,662773,All Races,Female,2006
New Hampshire,3489,Incidence,664987,All Races,Female,2007
New Hampshire,1277,Mortality,664987,All Races,Female,2007
New Hampshire,18137,Incidence,3332725,All Races,Female,2009
New Hampshire,6214,Mortality,3328381,All Races,Female,2009
New Hampshire,3659,Incidence,666576,All Races,Female,2008
New Hampshire,1246,Mortality,666576,All Races,Female,2008
New Hampshire,3603,Incidence,666875,All Races,Female,2009
New Hampshire,1199,Mortality,666875,All Races,Female,2009
New Hampshire,3647,Incidence,667177,All Races,Female,2010
New Hampshire,1249,Mortality,667170,All Races,Female,2010
New Hampshire,3739,Incidence,667110,All Races,Female,2011
New Hampshire,1249,Mortality,667170,All Races,Female,2011
New Hampshire,2992,Incidence,600605,All Races,Male,1999
New Hampshire,1248,Mortality,600605,All Races,Male,1999
New Hampshire,3217,Incidence,609771,All Races,Male,2000
New Hampshire,1289,Mortality,609771,All Races,Male,2000
New Hampshire,3382,Incidence,618105,All Races,Male,2001
New Hampshire,1241,Mortality,618105,All Races,Male,2001
New Hampshire,3580,Incidence,625409,All Races,Male,2002
New Hampshire,1333,Mortality,625409,All Races,Male,2002
New Hampshire,3480,Incidence,631327,All Races,Male,2003
New Hampshire,1274,Mortality,631327,All Races,Male,2003
New Hampshire,3590,Incidence,636276,All Races,Male,2004
New Hampshire,1317,Mortality,636276,All Races,Male,2004
New Hampshire,3696,Incidence,640560,All Races,Male,2005
New Hampshire,1296,Mortality,640560,All Races,Male,2005
New Hampshire,3772,Incidence,645616,All Races,Male,2006
New Hampshire,1291,Mortality,645616,All Races,Male,2006
New Hampshire,3929,Incidence,647553,All Races,Male,2007
New Hampshire,1332,Mortality,647553,All Races,Male,2007
New Hampshire,19876,Incidence,3246473,All Races,Male,2009
New Hampshire,6592,Mortality,3241363,All Races,Male,2009
New Hampshire,4027,Incidence,649330,All Races,Male,2008
New Hampshire,1330,Mortality,649330,All Races,Male,2008
New Hampshire,3962,Incidence,649227,All Races,Male,2009
New Hampshire,1363,Mortality,649227,All Races,Male,2009
New Hampshire,3993,Incidence,649666,All Races,Male,2010
New Hampshire,1276,Mortality,649637,All Races,Male,2010
New Hampshire,3965,Incidence,650697,All Races,Male,2011
New Hampshire,1276,Mortality,649637,All Races,Male,2011
New Hampshire,5860,Incidence,1222014,All Races,Male and Female,1999
New Hampshire,2408,Mortality,1222014,All Races,Male and Female,1999
New Hampshire,6196,Incidence,1239882,All Races,Male and Female,2000
New Hampshire,2484,Mortality,1239882,All Races,Male and Female,2000
New Hampshire,6502,Incidence,1255517,All Races,Male and Female,2001
New Hampshire,2398,Mortality,1255517,All Races,Male and Female,2001
New Hampshire,6847,Incidence,1269089,All Races,Male and Female,2002
New Hampshire,2529,Mortality,1269089,All Races,Male and Female,2002
New Hampshire,6736,Incidence,1279840,All Races,Male and Female,2003
New Hampshire,2485,Mortality,1279840,All Races,Male and Female,2003
New Hampshire,6985,Incidence,1290121,All Races,Male and Female,2004
New Hampshire,2554,Mortality,1290121,All Races,Male and Female,2004
New Hampshire,7216,Incidence,1298492,All Races,Male and Female,2005
New Hampshire,2549,Mortality,1298492,All Races,Male and Female,2005
New Hampshire,7261,Incidence,1308389,All Races,Male and Female,2006
New Hampshire,2534,Mortality,1308389,All Races,Male and Female,2006
New Hampshire,7418,Incidence,1312540,All Races,Male and Female,2007
New Hampshire,2609,Mortality,1312540,All Races,Male and Female,2007
New Hampshire,38013,Incidence,6579198,All Races,Male and Female,2009
New Hampshire,12806,Mortality,6569744,All Races,Male and Female,2009
New Hampshire,7686,Incidence,1315906,All Races,Male and Female,2008
New Hampshire,2576,Mortality,1315906,All Races,Male and Female,2008
New Hampshire,7565,Incidence,1316102,All Races,Male and Female,2009
New Hampshire,2562,Mortality,1316102,All Races,Male and Female,2009
New Hampshire,7640,Incidence,1316843,All Races,Male and Female,2010
New Hampshire,2525,Mortality,1316807,All Races,Male and Female,2010
New Hampshire,7704,Incidence,1317807,All Races,Male and Female,2011
New Hampshire,2525,Mortality,1316807,All Races,Male and Female,2011
New Hampshire,0,Incidence,4759,Black,Female,1999
New Hampshire,0,Mortality,4759,Black,Female,1999
New Hampshire,0,Incidence,5193,Black,Female,2000
New Hampshire,0,Mortality,5193,Black,Female,2000
New Hampshire,0,Incidence,5802,Black,Female,2001
New Hampshire,0,Mortality,5802,Black,Female,2001
New Hampshire,0,Incidence,6178,Black,Female,2002
New Hampshire,0,Mortality,6178,Black,Female,2002
New Hampshire,0,Incidence,6606,Black,Female,2003
New Hampshire,0,Mortality,6606,Black,Female,2003
New Hampshire,0,Incidence,7100,Black,Female,2004
New Hampshire,0,Mortality,7100,Black,Female,2004
New Hampshire,0,Incidence,7487,Black,Female,2005
New Hampshire,0,Mortality,7487,Black,Female,2005
New Hampshire,0,Incidence,7985,Black,Female,2006
New Hampshire,0,Mortality,7985,Black,Female,2006
New Hampshire,0,Incidence,8211,Black,Female,2007
New Hampshire,0,Mortality,8211,Black,Female,2007
New Hampshire,70,Incidence,43986,Black,Female,2009
New Hampshire,25,Mortality,42644,Black,Female,2009
New Hampshire,17,Incidence,8596,Black,Female,2008
New Hampshire,0,Mortality,8596,Black,Female,2008
New Hampshire,0,Incidence,8851,Black,Female,2009
New Hampshire,0,Mortality,8851,Black,Female,2009
New Hampshire,0,Incidence,8997,Black,Female,2010
New Hampshire,0,Mortality,9001,Black,Female,2010
New Hampshire,17,Incidence,9331,Black,Female,2011
New Hampshire,0,Mortality,9001,Black,Female,2011
New Hampshire,0,Incidence,5806,Black,Male,1999
New Hampshire,0,Mortality,5806,Black,Male,1999
New Hampshire,0,Incidence,6419,Black,Male,2000
New Hampshire,0,Mortality,6419,Black,Male,2000
New Hampshire,25,Incidence,7061,Black,Male,2001
New Hampshire,0,Mortality,7061,Black,Male,2001
New Hampshire,19,Incidence,7598,Black,Male,2002
New Hampshire,0,Mortality,7598,Black,Male,2002
New Hampshire,0,Incidence,8109,Black,Male,2003
New Hampshire,0,Mortality,8109,Black,Male,2003
New Hampshire,0,Incidence,8490,Black,Male,2004
New Hampshire,0,Mortality,8490,Black,Male,2004
New Hampshire,20,Incidence,8983,Black,Male,2005
New Hampshire,0,Mortality,8983,Black,Male,2005
New Hampshire,20,Incidence,9571,Black,Male,2006
New Hampshire,0,Mortality,9571,Black,Male,2006
New Hampshire,18,Incidence,9904,Black,Male,2007
New Hampshire,0,Mortality,9904,Black,Male,2007
New Hampshire,106,Incidence,53487,Black,Male,2009
New Hampshire,28,Mortality,51546,Black,Male,2009
New Hampshire,22,Incidence,10352,Black,Male,2008
New Hampshire,0,Mortality,10352,Black,Male,2008
New Hampshire,18,Incidence,10679,Black,Male,2009
New Hampshire,0,Mortality,10679,Black,Male,2009
New Hampshire,26,Incidence,11023,Black,Male,2010
New Hampshire,0,Mortality,11040,Black,Male,2010
New Hampshire,22,Incidence,11529,Black,Male,2011
New Hampshire,0,Mortality,11040,Black,Male,2011
New Hampshire,0,Incidence,10565,Black,Male and Female,1999
New Hampshire,0,Mortality,10565,Black,Male and Female,1999
New Hampshire,20,Incidence,11612,Black,Male and Female,2000
New Hampshire,0,Mortality,11612,Black,Male and Female,2000
New Hampshire,0,Incidence,12863,Black,Male and Female,2001
New Hampshire,0,Mortality,12863,Black,Male and Female,2001
New Hampshire,0,Incidence,13776,Black,Male and Female,2002
New Hampshire,0,Mortality,13776,Black,Male and Female,2002
New Hampshire,20,Incidence,14715,Black,Male and Female,2003
New Hampshire,0,Mortality,14715,Black,Male and Female,2003
New Hampshire,22,Incidence,15590,Black,Male and Female,2004
New Hampshire,0,Mortality,15590,Black,Male and Female,2004
New Hampshire,0,Incidence,16470,Black,Male and Female,2005
New Hampshire,0,Mortality,16470,Black,Male and Female,2005
New Hampshire,0,Incidence,17556,Black,Male and Female,2006
New Hampshire,0,Mortality,17556,Black,Male and Female,2006
New Hampshire,0,Incidence,18115,Black,Male and Female,2007
New Hampshire,0,Mortality,18115,Black,Male and Female,2007
New Hampshire,176,Incidence,97473,Black,Male and Female,2009
New Hampshire,53,Mortality,94190,Black,Male and Female,2009
New Hampshire,39,Incidence,18948,Black,Male and Female,2008
New Hampshire,0,Mortality,18948,Black,Male and Female,2008
New Hampshire,0,Incidence,19530,Black,Male and Female,2009
New Hampshire,0,Mortality,19530,Black,Male and Female,2009
New Hampshire,0,Incidence,20020,Black,Male and Female,2010
New Hampshire,19,Mortality,20041,Black,Male and Female,2010
New Hampshire,39,Incidence,20860,Black,Male and Female,2011
New Hampshire,19,Mortality,20041,Black,Male and Female,2011
New Hampshire,18,Incidence,9482,Hispanic,Female,1999
New Hampshire,0,Mortality,9482,Hispanic,Female,1999
New Hampshire,34,Incidence,10094,Hispanic,Female,2000
New Hampshire,0,Mortality,10094,Hispanic,Female,2000
New Hampshire,24,Incidence,11255,Hispanic,Female,2001
New Hampshire,0,Mortality,11255,Hispanic,Female,2001
New Hampshire,25,Incidence,12337,Hispanic,Female,2002
New Hampshire,0,Mortality,12337,Hispanic,Female,2002
New Hampshire,30,Incidence,13148,Hispanic,Female,2003
New Hampshire,0,Mortality,13148,Hispanic,Female,2003
New Hampshire,28,Incidence,14065,Hispanic,Female,2004
New Hampshire,0,Mortality,14065,Hispanic,Female,2004
New Hampshire,40,Incidence,14984,Hispanic,Female,2005
New Hampshire,0,Mortality,14984,Hispanic,Female,2005
New Hampshire,28,Incidence,15975,Hispanic,Female,2006
New Hampshire,0,Mortality,15975,Hispanic,Female,2006
New Hampshire,36,Incidence,16697,Hispanic,Female,2007
New Hampshire,0,Mortality,16697,Hispanic,Female,2007
New Hampshire,229,Incidence,89641,Hispanic,Female,2009
New Hampshire,21,Mortality,86615,Hispanic,Female,2009
New Hampshire,38,Incidence,17423,Hispanic,Female,2008
New Hampshire,0,Mortality,17423,Hispanic,Female,2008
New Hampshire,36,Incidence,18110,Hispanic,Female,2009
New Hampshire,0,Mortality,18110,Hispanic,Female,2009
New Hampshire,56,Incidence,18394,Hispanic,Female,2010
New Hampshire,0,Mortality,18410,Hispanic,Female,2010
New Hampshire,63,Incidence,19017,Hispanic,Female,2011
New Hampshire,0,Mortality,18410,Hispanic,Female,2011
New Hampshire,0,Incidence,9914,Hispanic,Male,1999
New Hampshire,0,Mortality,9914,Hispanic,Male,1999
New Hampshire,23,Incidence,10603,Hispanic,Male,2000
New Hampshire,0,Mortality,10603,Hispanic,Male,2000
New Hampshire,28,Incidence,11794,Hispanic,Male,2001
New Hampshire,0,Mortality,11794,Hispanic,Male,2001
New Hampshire,26,Incidence,12951,Hispanic,Male,2002
New Hampshire,0,Mortality,12951,Hispanic,Male,2002
New Hampshire,37,Incidence,13877,Hispanic,Male,2003
